"","RFID","Date","Weight","stationname"
"402","942 000005109001",2018-11-20 00:00:00,514,"Belmont"
"403","942 000005109001",2018-12-18 00:00:00,498,"Belmont"
"404","942 000005109001",2019-02-26 00:00:00,570,"Belmont"
"405","942 000005109001",2019-02-26 00:00:00,570,"Belmont"
"406","942 000005122622",2018-09-18 00:00:00,678,"Belmont"
"407","942 000005122622",2018-09-18 00:00:00,678,"Belmont"
"408","942 000005122622",2018-11-05 00:00:00,632,"Belmont"
"409","942 000005122622",2018-12-17 00:00:00,566,"Belmont"
"410","942 000005122622",2019-02-26 00:00:00,570,"Belmont"
"411","942 000005122622",2019-05-21 00:00:00,534,"Belmont"
"412","942 000005135572",2020-04-06 00:00:00,442,"Belmont"
"413","942 000005135581",2018-08-15 00:00:00,610,"Belmont"
"414","942 000005135581",2019-02-26 00:00:00,656,"Belmont"
"415","942 000005135581",2019-05-22 00:00:00,650,"Belmont"
"416","942 000005155739",2019-02-26 00:00:00,572,"Belmont"
"417","942 000005155739",2019-05-22 00:00:00,532,"Belmont"
"418","942 000007019708",2018-03-05 00:00:00,598,"Belmont"
"419","942 000007019708",2018-05-24 00:00:00,684,"Belmont"
"420","942 000007019708",2018-08-14 00:00:00,668,"Belmont"
"421","942 000007019708",2019-05-20 00:00:00,682,"Belmont"
"422","942 000007019708",2019-08-27 00:00:00,630,"Belmont"
"423","942 000007019708",2019-11-11 00:00:00,502,"Belmont"
"424","942 000007022343",2017-12-19 00:00:00,446,"Belmont"
"425","942 000007022343",2018-01-11 00:00:00,488,"Belmont"
"426","942 000007022343",2018-02-01 00:00:00,508,"Belmont"
"427","942 000007022343",2018-02-26 00:00:00,450,"Belmont"
"428","942 000007022343",2018-03-09 00:00:00,445,"Belmont"
"429","942 000007022343",2018-03-14 00:00:00,481,"Belmont"
"430","942 000007022343",2018-04-05 00:00:00,495,"Belmont"
"431","942 000007022343",2018-05-24 00:00:00,502,"Belmont"
"432","942 000007022343",2018-08-22 00:00:00,540,"Belmont"
